id,title
5163,Railroads -- Safety applications
5164,Ontario -- Politics and government -- 19th century
5165,Birds -- California
5166,Girl Scouts
5167,Infantry drill and tactics
5168,Abolitionists -- United States -- Biography
5169,California -- Gold discoveries -- Juvenile fiction
5170,"Waterloo, Battle of, Waterloo, Belgium, 1815 -- Juvenile fiction"
5171,"Portuguese language -- Orthography and spelling -- Handbooks, manuals, etc."
5172,Loss (Psychology) -- Fiction
5173,India -- Social conditions
5174,"Kanpur (India) -- History -- Siege, 1857"
5175,"Psychology, Applied"
5176,Single women -- Drama
5177,Streets -- Pennsylvania -- Pittsburgh
5178,Rotkäppchen
5179,Scotland. Parliament -- History
5180,Square root
5181,Canada -- History
5182,"Detective and mystery stories, French"
5183,Yachting
5184,Mental suggestion
5185,Italian literature -- Italy -- Tuscany
5186,Eskimos -- Biography
5187,"King''s Mountain, Battle of, S.C., 1780"
5188,Congo (Democratic Republic) -- Description and travel
5189,Glacial epoch -- Fiction
5190,Church of England -- Periodicals
5191,National characteristics -- Juvenile fiction
5192,Cosmology
5193,"Burns, Robert, 1759-1796"
5194,"Theater, Traveling -- Fiction"
5195,"China -- History -- Qing dynasty, 1644-1912 -- Anecdotes"
5196,"France -- History -- Charles IX, 1560-1574 -- Sources"
5197,Kerkyra (Greece)
5198,"Short stories, Swedish"
5199,France. Marine -- Drama
5200,Norway -- History
5201,Urbino (Italy)
5202,"Essex, Robert Devereux, Earl of, 1566-1601 -- Fiction"
5203,Sacrifice -- Fiction
5204,J. & A. Churchill -- Catalogs
5205,Argentina -- Social life and customs
5206,"Kennedy, John F. (John Fitzgerald), 1917-1963 -- Assassination"
5207,Mohawk Indians
5208,"France -- History -- Revolution, 1789-1799 -- Personal narratives"
5209,France. Armée -- Military life
5210,Blood -- Circulation -- History
5211,Ventriloquists -- Fiction
5212,Fatigue
5213,"Bookplates, American"
5214,Clairvoyance
5215,"Jacobite Rebellion, 1745-1746 -- Sources"
5216,Natural history -- Sri Lanka
5217,Slavery -- United States -- Speeches in Congress
5218,Women -- Great Britain -- Social conditions
5219,German language -- Dictionaries -- English
5220,Art objects -- Exhibitions
5221,Everglades (Fla.) -- Juvenile fiction
5222,Ukraine -- Fiction
5223,"Thackeray, William Makepeace, 1811-1863 -- Characters"
5224,Birds -- Drama
5225,Pueblo Indians -- Antiquities
5226,Great Britain -- Social life and customs
5227,Family life -- Italy -- Juvenile fiction
5228,"Stones River, Battle of, Murfreesboro, Tenn., 1862-1863"
5229,"Poets, American -- 19th century -- Biography"
5230,Prayer
5231,Roman law -- Sources
5232,Folklore -- Norway
5233,Nobility -- Fiction
5234,Parasites -- Fiction
5235,"Nettelbeck, Joachim Christian, 1738-1824"
5236,Latin poetry -- Adaptations
5237,Submarines (Ships) -- Juvenile fiction
5238,English language -- Errors of usage
5239,Missions -- Japan
5240,Legends -- Germany -- Drama
5241,Fighter pilots -- Germany -- Biography
5242,Roosters -- Drama
5243,Zoology -- Popular works
5244,Fort Duquesne (Pa.) -- History
5245,Narcissism
5246,Whalers (Persons) -- Juvenile fiction
5247,"Thompson, Charles, 1833-"
5248,Holy Spirit
5249,Patents -- United States
5250,Erzgebirge (Czech Republic and Germany) -- Guidebooks
5251,Thieves -- Juvenile fiction
5252,English language -- Terms and phrases
5253,Military miniatures -- Juvenile fiction
5254,Disinheritance -- Fiction
5255,England -- Social life and customs -- 19th century -- Drama
5256,"Great Britain. Army -- Medals, badges, decorations, etc."
5257,"Architecture, Norman"
5258,Smoking
5259,Rats -- Juvenile fiction
5260,Seaside resorts -- Juvenile fiction
5261,"Pescara, Ferdinando Francesco d''Avalos, marchese di, 1489-1525 -- Fiction"
5262,"Leite Pereira, Domingos, -1647 -- Fiction"
5263,Homeopathy -- Popular works
5264,Revenge -- Drama
5265,Sparrows
5266,English drama (Comedy)
5267,"Erasmus, Desiderius, -1536"
5268,Wales -- Social life and customs -- Fiction
5269,"Lincoln, Abraham, 1809-1865 -- Psychology"
5270,English essays -- 19th century
5271,Yukon River Valley (Yukon and Alaska) -- Gold discoveries
5272,Etiquette for women
5273,Superstition -- France
5274,Spiritual direction
5275,Soccer
5276,Voice culture
5277,"Medicine -- Formulae, receipts, prescriptions"
5278,Loneliness -- Juvenile fiction
5279,"Christian literature, Latin (Medieval and modern) -- Translations into English"
5280,Saguaro National Park (Ariz.) -- Guidebooks
5281,Cruelty -- Juvenile literature
5282,Scots -- Foreign countries -- Fiction
5283,"Germany -- History -- Thirty Years'' War, 1618-1648 -- Fiction"
5284,Pangermanism
5285,Catholic Church -- Relations -- Lutheran Church -- Early works to 1800
5286,Trials -- Fiction
5287,Scotland -- Church history
5288,"Bunyan, John, 1628-1688 -- Criticism and interpretation"
5289,"World War, 1914-1918 -- Personal narratives, French"
5290,Nuremberg (Germany) -- Fiction
5291,Museum of History and Technology (U.S.). Division of Medical Sciences
5292,Educational change -- Germany
5293,"Turnour, Jules, -1931"
5294,Bible. Joel
5295,Art -- Italy -- Tuscany
5296,Frontier and pioneer life -- Ohio River Valley -- Juvenile fiction
5297,"Thoreau, Henry David, 1817-1862"
5298,Ireland -- Social conditions
5299,Hungarian fiction -- 20th century
5300,"Peter, the Apostle, Saint"
5301,Navajo children -- Education -- Juvenile fiction
5302,"Whitman, Marcus, 1802-1847"
5303,"Morgan, Godfrey Charles, 1830-1913 -- Quotations"
5304,"Caesar, Julius -- Drama"
5305,Fishing -- Anecdotes
5306,Indonesia -- Description and travel
5307,Chouans -- Fiction
5308,"Privacy, Right of"
5309,Coal mines and mining -- Juvenile fiction
5310,Drama -- Periodicals
5311,Jewelry
5312,"Great Britain -- History -- Tudors, 1485-1603 -- Biography"
5313,Fantasy games -- Juvenile fiction
5314,Palaces -- Spain -- Zaragoza
5315,"Darwin, Charles, 1809-1882"
5316,Worry
5317,Latin poetry -- Translations into Finnish
5318,Income tax -- United States
5319,"Detective and mystery stories, American"
5320,Americans -- England -- History -- 19th century
5321,Legends -- British Columbia -- Vancouver
5322,"Flodden, Battle of, England, 1513 -- Juvenile fiction"
5323,Folklore -- Finland
5324,"Carter, Harry, 1749-1829"
5325,Political science -- Early works to 1800
5326,Battles
5327,Art -- Minnesota -- Minneapolis
5328,Netherlands -- Ethnic relations
5329,Empresses -- China -- Anecdotes
5330,Miners in art
5331,Danish drama
5332,Puzzles
5333,"World War, 1914-1918 -- Blockades"
5334,"Defoe, Daniel, 1661?-1731. Robinson Crusoe -- Illustrations"
5335,"Poe, Edgar Allan, 1809-1849 -- Appreciation"
5336,Portuguese literature -- History and criticism
5337,Population
5338,History -- Miscellanea
5339,Composers -- Biography
5340,Food poisoning
5341,Judgment (Aesthetics)
5342,Americanization
5343,New York (State) -- Description and travel
5344,Mindanao Island (Philippines) -- History
5345,Courage -- Early works to 1800
5346,Hunting -- Juvenile fiction
5347,Vlieland (Netherlands)
5348,"Canada, Northern -- Juvenile fiction"
5349,"Great Britain -- History -- Edward, the Confessor, 1042-1066 -- Fiction"
5350,Politicians -- United States -- Biography
5351,Fugitive slaves -- Fiction
5352,Fishing -- British Columbia
5353,Aeronautics -- History
5354,"Arne, Thomas Augustine, 1710-1778"
5355,Forensic scientists -- Fiction
5356,"World War, 1914-1918 -- Personal narratives, German"
5357,"Epistolary fiction, English"
5358,Mexican literature -- Translations into English
5359,Confederate States of America. Army -- Fiction
5360,Presbyterian Church -- Clergy -- Biography
5361,"Detective and mystery stories, Portuguese"
5362,Driving of horse-drawn vehicles
5363,"Rob Roy, 1671-1734 -- Fiction"
5364,Bible. John
5365,Missing persons -- Fiction
5366,"Blasco Ibáñez, Vicente, 1867-1928"
5367,Factories -- Fiction
5368,Perceval (Legendary character) -- Romances -- Adaptations
5369,Natural history -- Massachusetts
5370,Dutch language -- Orthography and spelling
5371,Mammals -- Michigan -- Washtenaw County
5372,Cousins -- Juvenile fiction
5373,France -- History -- 15th century -- Fiction
5374,Sex (Biology)
5375,Swedish drama -- Translations into Finnish
5376,"George V, King of Great Britain, 1865-1936"
5377,Acrobats
5378,Mammoth Cave (Ky.)
5379,"Locke, John, 1632-1704"
5380,Psychology -- Early works to 1850
5381,Poison ivy
5382,Esperanto poetry
5383,British Columbia -- Description and travel
5384,"Scotland -- History -- Mary Stuart, 1542-1567 -- Fiction"
5385,Alcoholics -- United States -- Biography
5386,Slaves -- Virginia -- Biography
5387,Impostors and imposture -- Biography
5388,Dutch literature
5389,Orators
5390,Moose
5391,United States -- Civilization
5392,Slavery -- Suriname
5393,"Kinglake, Alexander William, 1809-1891 -- Travel -- Middle East"
5394,"Clive, Robert Clive, Baron, 1725-1774"
5395,Sailing -- Juvenile fiction
5396,Soviet Union -- Politics and government -- 1917-1936
5397,Lotteries -- Fiction
5398,"Luther, Martin, 1483-1546. Kleine Katechismus"
5399,Wit and humor -- History and criticism
5400,Kingdom of the Two Sicilies -- History -- 1848-1861 -- Juvenile fiction
5401,"United States. Army. Illinois Infantry Regiment, 113th (1862-1865)"
5402,Sweden -- Social life and customs
5403,Sex customs -- Rome
5404,Insects -- Fiction
5405,Decoration and ornament -- Plant forms
5406,"Michal Korybut Wisniowiecki, King of Poland, 1640-1673 -- Fiction"
5407,Separated people -- Fiction
5408,Organ (Musical instrument) -- Construction
5409,Historic buildings -- England
5410,Massacres -- Juvenile fiction
5411,Composers -- Italy -- Biography
5412,Indians -- Antiquities
5413,Rosicrucians
5414,Trials -- Juvenile fiction
5415,Dakota Indians -- Politics and government
5416,English essays -- 18th century
5417,Dutch fiction -- Translations into English
5418,Attention
5419,Industries -- Great Britain
5420,Teddy bears -- Juvenile poetry
5421,Convents -- Controversial literature
5422,Armies -- Organization
5423,"Short stories, Belgian (French) -- Translations into German"
5424,Railroad stations -- Design and construction
5425,"Marryat, Frederick, 1792-1848 -- Travel -- America"
5426,"Geometry, Analytic"
5427,"Bentham, Jeremy, 1748-1832"
5428,Gift books
5429,"Shoghi, Effendi, 1897-1957 -- Correspondence"
5430,"Strachey, John St. Loe, 1860-1927"
5431,Salish Indians -- Fiction
5432,Bohemianism -- Fiction
5433,Persian poetry -- Translations into English
5434,Morris dances
5435,"Women -- History -- Middle Ages, 500-1500"
5436,Devil -- Fiction
5437,Persian literature -- Translations into English
5438,Latin language -- Synonyms and antonyms
5439,American drama (Comedy) -- 20th century
5440,"Temple, William, Sir, 1628-1699 -- Early works to 1800"
5441,Motorcycles -- Juvenile fiction
5442,"San Francisco Earthquake and Fire, Calif., 1906 -- Pictorial works"
5443,Sexual ethics
5444,"Secord, Laura Ingersoll, 1775-1868 -- Drama"
5445,Pisa (Italy) -- Description and travel
5446,Slaves -- South Carolina -- Social conditions
5447,Bible. Micah
5448,Libraries -- Anecdotes
5449,Philosophy and religion
5450,"Peru -- History -- War of Independence, 1820-1829"
5451,Emigration and immigration law -- Argentina
5452,Peasants -- Juvenile fiction
5453,Sweden -- History -- 1523-1718 -- Fiction
5454,Prostitutes -- Fiction
5455,Forbes Road (Pa.)
5456,"Spencer, Herbert, 1820-1903"
5457,Hudson Bay -- Fiction
5458,Apache Indians -- Fiction
5459,"Poland -- History -- John II Casimir, 1648-1668 -- Fiction"
5460,"Jackson, Andrew, 1767-1845 -- Homes and haunts -- Tennessee -- Hermitage"
5461,Humanism
5462,"Mendelssohn-Bartholdy, Felix, 1809-1847"
5463,Eton College -- Fiction
5464,"Bible. Thessalonians, 1st"
5465,"Trent, Philip (Fictitious character) -- Fiction"
5466,Lexicographers -- Great Britain -- Biography
5467,Weather forecasting
5468,"Steinlen, Théophile Alexandre, 1859-1923"
5469,Venice (Italy) -- Drama
5470,Albemarle Region (N.C.) -- History
5471,"Jessopp, Augustus, 1823-1914"
5472,Sexual health
5473,"Darwin, Charles, 1809-1882. On the origin of species"
5474,Labor laws and legislation -- Germany
5475,Theater
5476,Publishers and publishing
5477,Frontier and pioneer life -- Prairie Provinces -- Fiction
5478,"Ballads, Scots -- Scotland -- Texts"
5479,Child witnesses -- Fiction
5480,Fishing -- Finland
5481,Hudson River Region (N.Y. and N.J.) -- History
5482,Pilots and pilotage -- Mississippi River
5483,"Fantasy fiction, German -- Translations into English"
5484,Postal service -- New York (State) -- Buffalo
5485,Bahai education of children
5486,"Beethoven, Ludwig van, 1770-1827 -- Fiction"
5487,Confectionery -- Early works to 1800
5488,Spanish fiction -- Translations into French
5489,Arabian Peninsula -- Description and travel
5490,Spiders -- Juvenile literature
5491,Warlocks -- Czech Republic -- Prague -- Fiction
5492,Shelby County (Ill.) -- Social life and customs
5493,Angus (Scotland) -- Poetry
5494,Chemistry -- Study and teaching -- Early works to 1800
5495,Stream of consciousness fiction
5496,Furniture -- England
5497,Reclamation of land -- Netherlands
5498,English periodicals
5499,"Great Britain -- History -- Victoria, 1837-1901 -- Humor"
5500,Farm life -- Fiction
5501,Electric industries -- Germany -- History
5502,Cantatas -- History and criticism
5503,College sports -- Juvenile fiction
5504,Plants -- Folklore
5505,America
5506,Architecture -- United States
5507,Soldiers -- New York (State) -- Biography
5508,French drama -- 18th century
5509,Humorous poetry
5510,Prime Meridian -- Congresses
5511,"France -- History -- Wars of the Vendée, 1793-1832 -- Fiction"
5512,Courage -- Juvenile fiction
5513,"Wales, South -- Social life and customs -- 19th century -- Fiction"
5514,Sulfonic acids
5515,Spanish language -- Composition and exercises
5516,Industrial management
5517,Jews -- United States
5518,Pollen
5519,"Hortense, Queen, consort of Louis Bonaparte, King of Holland, 1783-1837 -- Fiction"
5520,American poetry -- New York (State)
5521,Frontier and pioneer life -- Ontario -- Fiction
5522,Massachusetts -- Periodicals
5523,Russia -- Intellectual life -- 1801-1917 -- Fiction
5524,Indians of North America -- History
5525,Poisoners -- Great Britain -- Biography
5526,Flowers -- Juvenile fiction
5527,Reinforced concrete
5528,Iroquois Indians -- Juvenile fiction
5529,Bees -- Juvenile fiction
5530,Country life -- England -- Fiction
5531,Albigenses
5532,Imaginary letters
5533,Rocks -- United States
5534,Fireplaces
5535,Zoogeography
5536,Epigrams
5537,"Manin, Daniele, 1804-1857"
5538,Good Samaritan (Parable) -- Poetry
5539,Waltzes
5540,Ferns -- United States
5541,Mutiny -- Juvenile fiction
5542,Antrim (Northern Ireland : County) -- Poetry
5543,Political satire
5544,Lepidoptera -- Great Britain
5545,Sewage disposal plants -- Design and construction
5546,Virginia -- Description and travel -- Early works to 1800
5547,Tramps
5548,"Paine, Thomas, 1737-1809"
5549,Wallis and Futuna Islands -- Social life and customs
5550,"London Bridge (London, England) -- History"
5551,Narcotics
5552,Banks and banking -- United States
5553,W.B. Saunders Company -- Catalogs
5554,"McChesney, Emma (Fictitious character) -- Fiction"
5555,"Franklin, Benjamin, 1706-1790 -- Fiction"
5556,Child rearing
5557,Social workers -- Fiction
5558,African American freemasonry
5559,Body snatching
5560,"Byron, George Gordon Byron, Baron, 1788-1824. Parisina -- Adaptations"
5561,Swansea (Wales) -- Directories
5562,Moles (Animals) -- Juvenile fiction
5563,Slavery -- North Carolina
5564,Teachers -- Training of
5565,Ethnology -- Australia
5566,"Spanish-American War, 1898 -- Campaigns"
5567,Irish -- Canada -- Juvenile fiction
5568,Society verse
5569,Judges -- Great Britain -- Biography
5570,Pampas (Argentina) -- Juvenile fiction
5571,Lourdes (France)
5572,Religious thought -- Greece
5573,"Ramsay, Anders, 1832-1910"
5574,American literature -- 19th century
5575,Governors' spouses -- New Zealand -- Correspondence
5576,Comedy
5577,"Aragona, Tullia d'', approximately 1510-1556 -- Criticism and interpretation"
5578,Majorca (Spain) -- Description and travel
5579,Panama Canal (Panama) -- History -- Juvenile fiction
5580,Nuts
5581,Fairy tales -- Finland
5582,Mammals -- North America
5583,Teenage boys -- Fiction
5584,Shipwrecks
5585,Industries -- Germany (West)
5586,Women -- Employment -- United States
5587,"Nero, Emperor of Rome, 37-68 -- Drama"
5588,Dolls -- Juvenile fiction
5589,Scotland -- Foreign relations -- England
5590,Astronomy -- Miscellanea
5591,United States -- Fugitive slave law (1850)
5592,"Anne, of Brittany, Queen, consort of Louis XII, King of France, 1476-1514"
5593,Bible. Obadiah
5594,Jesus Christ -- Historicity
5595,Java (Indonesia) -- History -- 19th century -- Fiction
5596,Southern States -- History -- 1865-1951
5597,Bonds -- Juvenile fiction
5598,Baja California (Mexico : Peninsula) -- Antiquities
5599,Legends -- England
5600,Lawrenceville School -- Fiction
5601,Zodiac in art
5602,"David, King of Israel -- Fiction"
5603,Electra (Greek mythological figure) -- Drama
5604,"Satire, French"
5605,Arctic regions
5606,"Bolton, Judy (Fictitious character) -- Juvenile fiction"
5607,"Second Coalition, War of the, 1798-1801 -- Campaigns -- Egypt -- Juvenile fiction"
5608,Nubia -- Description and travel
5609,Zoology -- Argentina -- Pampas
5610,"Worshipful Company of Ironmongers (London, England) -- History"
5611,Great Britain -- Social conditions
5612,Leadwork
5613,National Air and Space Museum
5614,"Rome -- History -- Civil War, 49-45 B.C. -- Fiction"
5615,"Spanish fiction -- Classical period, 1500-1700"
5616,Carpets
5617,"Brooklyn (New York, N.Y.) -- Fiction"
5618,Household employees -- Conduct of life
5619,Nobility -- England -- Fiction
5620,Bohemianism
5621,Postal service -- Great Britain -- Juvenile fiction
5622,Christmas -- England
5623,Craniology -- Egypt
5624,"United States -- History -- Civil War, 1861-1865 -- Foreign public opinion"
5625,Schiermonnikoog (Netherlands)
5626,Catholic Church -- Apologetic works
5627,Hunting -- Canada
5628,"United States. Army. Machine Gun Battalion, 102nd. Company D"
5629,"Harold, King of England, 1022?-1066 -- Fiction"
5630,Animals -- Folklore -- Literary collections
5631,Folk art -- Hungary
5632,Palm Beach (Fla.) -- Juvenile fiction
5633,Nature -- Effect of human beings on
5634,Castaways -- Juvenile fiction
5635,Great Britain. Army -- Military life
5636,Old Norse poetry
5637,Arthurian romances
5638,Mormons -- Missionary experiences
5639,Italy -- Social life and customs -- 18th century -- Fiction
5640,"Philadelphia (Pa.) -- History -- Revolution, 1775-1783 -- Juvenile fiction"
5641,Women -- Drama
5642,Fairy tales -- Europe
5643,"Authors, French -- 19th century -- Biography"
5644,Bible. Revelation
5645,London (England) -- Social life and customs -- 18th century
5646,Astrologers -- Great Britain -- Biography
5647,Lumbering
5648,"Tulip Mania, 1634-1637 -- Fiction"
5649,"Northwest, Pacific -- History -- Periodicals"
5650,Zoology -- Laboratory manuals
5651,Egypt -- Religion
5652,Jesus Christ -- Resurrection -- Juvenile literature
5653,Folklore -- Estonia
5654,"Lawrence, John Laird Mair, 1811-1879"
5655,Roanoke Colony -- Fiction
5656,Remarriage -- Poetry
5657,Queensland -- History
5658,"Willis, Nathaniel Parker, 1806-1867"
5659,"Swift, Jonathan, 1667-1745 -- Correspondence"
5660,Borneo -- Juvenile fiction
5661,Brucellosis in cattle
5662,Beavers -- Juvenile fiction
5663,Greece -- History -- To 146 B.C.
5664,Witchcraft -- New England -- Early works to 1800
5665,Spool knitting -- Juvenile literature
5666,Bahai Faith -- North America
5667,Historical materialism
5668,Graining
5669,"Integrals, Hyperelliptic"
5670,"Aksakov, S. T. (Sergei Timofeevich), 1791-1859 -- Family"
5671,"Tennyson, Alfred Tennyson, Baron, 1809-1892 -- Adaptations"
5672,"Sparks, Jared, 1789-1866"
5673,Success -- Fiction
5674,"Louisiana -- History -- Civil War, 1861-1865"
5675,Family farms -- Juvenile fiction
5676,Sulfur
5677,Andes Region -- Fiction
5678,Hylidae
5679,"Oswald, Lee Harvey"
5680,Coral reefs and islands
5681,Scotland -- Social life and customs -- 19th century -- Fiction
5682,Chocolate -- Early works to 1800
5683,Mice -- Fiction
5684,Crosses
5685,Magic
5686,Americans -- Italy -- Juvenile fiction
5687,"Bible. Timothy, 2nd"
5688,"Humorous stories, Canadian"
5689,Nature study
5690,London (England) -- Directories
5691,Biography -- 19th century
5692,"Bacon''s Rebellion, 1676 -- Fiction"
5693,Insects as carriers of disease
5694,Flowers -- Juvenile poetry
5695,"Epic poetry, Sanskrit -- Translations into English"
5696,"Catharine Howard, Queen, consort of Henry VIII, King of England, -1542 -- Fiction"
5697,"Manuscripts, Medieval -- Collectors and collecting"
5698,"Chinese fiction -- Ming dynasty, 1368-1644"
5699,Maxims
5700,African American pioneers -- Fiction
5701,Westmorland (England) -- Languages -- Dictionaries
5702,Anger
5703,Great Britain -- Social life and customs -- Juvenile fiction
5704,Cooking -- Periodicals
5705,Fireworks
5706,Maryland -- Juvenile fiction
5707,Lapland -- Description and travel
5708,Portuguese language -- Readers
5709,"Love poetry, English"
5710,Rome -- Drama
5711,German East Africa -- Description and travel
5712,"Short stories, Czech"
5713,Hero (Greek mythology) -- Poetry
5714,Italy -- History -- 1492-1559 -- Fiction
5715,Lille (France) -- Guidebooks
5716,China -- Juvenile fiction
5717,"Knowledge, Theory of -- Early works to 1800"
5718,Popes -- Infallibility
5719,"Worcester, Edward Somerset, Marquis of, 1601-1667"
5720,Civilization
5721,Magicians -- Great Britain -- Biography
5722,Birth control
5723,"Nietzsche, Friedrich Wilhelm, 1844-1900"
5724,German essays -- 20th century
5725,"Tieck, Ludwig, 1773-1853"
5726,Deluge -- Juvenile literature
5727,Kalevala
5728,Jeremiah (Biblical prophet) -- Drama
5729,New England -- Description and travel
5730,Gold mines and mining -- Australia -- Ballarat (Vic.) -- Fiction
5731,"Marylebone (London, England)"
5732,London (England) -- Antiquities
5733,"Lincoln, Abraham, 1809-1865 -- Juvenile literature"
5734,"Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction"
5735,Prince Edward Island -- History
5736,"China -- History -- Three kingdoms, 220-265 -- Fiction"
5737,Tragicomedy
5738,"Alfred, King of England, 849-899 -- Poetry"
5739,Monasteries -- Wales
5740,Leicester (England) -- Description and travel
5741,Motors
5742,"Harper, Henry Albert, 1873-1901"
5743,"Rhetoric, Ancient"
5744,Covenanters -- Fiction
5745,Rome -- Religion
5746,School management and organization
5747,American poetry -- Translations into German
5748,"Citizenship -- Problems, exercises, etc."
5749,"World War, 1914-1918 -- Humor, caricatures, etc."
5750,Fortune-telling
5751,Ballad opera -- Fiction
5752,Ayesha (Fictitious character : Haggard) -- Fiction
5753,Royal North West Mounted Police (Canada) -- Fiction
5754,Frisian language -- Grammar
5755,Clothing and dress -- Greece
5756,"United States -- History -- Outlines, syllabi, etc."
5757,"Geikie, James, 1839-1915"
5758,"Jackson, Andrew, 1767-1845"
5759,Italians -- Bulgaria -- Drama
5760,Freskin family
5761,Space flight
5762,Legislators -- United States -- Fiction
5763,Spiritual life -- Christianity
5764,"Maria Theresa, Empress of Austria, 1717-1780"
5765,"Hale, Nathan, 1755-1776"
5766,Women soldiers -- France -- Juvenile fiction
5767,Christian women -- Conduct of life
5768,United States. Declaration of Independence
5769,Europe -- Kings and rulers
5770,Weapons -- Scotland -- History
5771,Wave theory of light
5772,Maryland -- History -- Fiction
5773,"Peninsular War, 1807-1814 -- Juvenile fiction"
5774,Privateering
5775,Best books
5776,"Wolfe, James, 1727-1759"
5777,Salem (Mass.) -- Fiction
5778,"Hopper, Isaac T. (Isaac Tatem), 1771-1852"
5779,Cornwall (England : County) -- Biography
5780,Weddings -- Fiction
5781,Bible. Epistles -- Commentaries
5782,Wedding music
5783,Animal traps -- Juvenile literature
5784,"Reconstruction (U.S. history, 1865-1877)"
5785,Physical education and training
5786,"Goldsmith, Oliver, 1730?-1774"
5787,Tasmania -- History
5788,Household employees
5789,"Children''s poetry, German"
5790,Etching -- Technique
5791,"Air pilots, Military -- Fiction"
5792,Winchester Cathedral
5793,New Forest (England : Forest) -- Fiction
5794,"North America -- History -- Colonial period, ca. 1600-1775"
5795,Finland -- Social life and customs -- Juvenile literature
5796,Whaling ships -- Fiction
5797,"Children''s stories, Finnish"
5798,"World War, 1914-1918 -- Campaigns -- Belgium -- Juvenile fiction"
5799,Authorship -- Style manuals
5800,"Booth, William, 1829-1912"
5801,"Shakespeare, William, 1564-1616 -- Translations into Norwegian"
5802,Skis and skiing -- Juvenile fiction
5803,"Bible. Jeremiah -- Criticism, interpretation, etc."
5804,Revolutions
5805,Tyrol (Austria) -- Guidebooks
5806,"Bible. Samuel, 1st"
5807,Church of the Province of New Zealand -- History
5808,"Operas -- Stories, plots, etc."
5809,Roads -- United States
5810,Sewage -- Purification
5811,Friesland (Netherlands) -- History
5812,Great Britain. Army. Coldstream Guards
5813,Pyramids
5814,"Jacobite Rebellion, 1745-1746"
5815,"Kelly, Ned, 1855-1880"
5816,French drama (Tragedy) -- 17th century
5817,Human beings -- Effect of environment on
5818,"Joinville, François-Ferdinand-Philippe-Louis-Marie d''Orléans, prince de, 1818-1900"
5819,Sewing machines -- History
5820,"Keely, John Ernest Worrell, 1827-1898"
5821,African Americans -- Employment -- New York (State) -- New York
5822,Iran -- History -- To 640
5823,Indo-Europeans
5824,"Eustache, le Moine, -1217 -- Romances"
5825,Midlife crisis -- Fiction
5826,"Novelists, English -- 19th century -- Biography"
5827,Tales -- France -- Translations into English
5828,"Civilization, Subterranean -- Fiction"
5829,Egoism
5830,Russia -- Religion
5831,Smuggling -- Fiction
5832,Marriage customs and rites -- United States
5833,Parrots -- Pictorial works
5834,English language -- Etymology -- Dictionaries
5835,"Minnesota State Prison (Stillwater, Minn.) -- History"
5836,Religion -- Fiction
5837,South Pole -- Discovery and exploration -- Norwegian
5838,China -- Foreign relations -- Great Britain
5839,Vegetarianism
5840,Clallam Indians -- Missions
5841,Marriage -- Poetry
5842,England -- Social life and customs -- 18th century -- Fiction
5843,Bullying -- Juvenile fiction
5844,Judges -- Fiction
5845,Circus
5846,"Philosophy, Medieval"
5847,Argentina -- Fiction
5848,Covenanters
5849,Rome (Italy) -- Social life and customs -- Fiction
5850,Battlefields -- France -- Guidebooks
5851,"Geology, Stratigraphic -- Cretaceous"
5852,Vivisection
5853,Renard Island (Alaska) in art
5854,Transvaal (South Africa) -- Politics and government
5855,Confectionery -- Juvenile fiction
5856,"Zheng, He, 1371-1435"
5857,"Rome -- History -- Republic, 265-30 B.C. -- Fiction"
5858,Biogeography
5859,Indians of North America -- Canada -- Folklore
5860,Ballades
5861,Discoveries in geography -- Scandinavian
5862,"Great Britain -- History -- Norman period, 1066-1154 -- Fiction"
5863,Russia -- Juvenile fiction
5864,Ulster (Northern Ireland and Ireland) -- Description and travel
5865,Nursing
5866,Quakers -- Biography
5867,Chinese literature
5868,Papacy -- History
5869,Stocks
5870,Ex-convicts -- Fiction
5871,Freemasonry -- Rituals
5872,Round towers -- Ireland
5873,Governors -- Juvenile literature
5874,"Baldwin, Archbishop of Canterbury, approximately 1120-1190"
5875,Satanism
5876,Reptiles
5877,Forests and forestry -- Great Britain
5878,Poetry -- Early works to 1800
5879,Monopolies -- United States
5880,Plants -- Suriname -- Classification
5881,Common fallacies
5882,Riddles
5883,"Wells, H. G. (Herbert George), 1866-1946"
5884,Christian heretics
5885,"Astronomy, Greek"
5886,Post-apocalyptic fiction
5887,Flower gardening
5888,"Russia -- History -- Alexander I, 1801-1825 -- Fiction"
5889,Hindu mythology
5890,"Gordon, Charles George, 1833-1885"
5891,Bible. Old Testament -- Biography
5892,English drama (Tragedy) -- History and criticism
5893,Evolution (Biology)
5894,Prairie dogs -- Juvenile fiction
5895,United States -- Politics and government -- 1815-1861
5896,Dogs -- War use -- History -- 20th century
5897,"Odysseus, King of Ithaca (Mythological character) -- Fiction"
5898,"Plants, Cultivated -- Periodicals"
5899,Bible. Daniel
5900,Alice (Fictitious character from Carroll) -- Juvenile fiction
5901,Massachusetts Bay Company -- Fiction
5902,"Authors, German -- 19th century"
5903,"Caste -- India, South"
5904,Children -- Greece -- Juvenile literature
5905,Chloroform
5906,"Burroughs, John, 1837-1921"
5907,Transvaal (South Africa) -- History -- To 1880
5908,Alaska -- Description and travel
5909,Rome -- History -- 53-44 B.C. -- Sources
5910,"Botany, Economic -- Oceania"
5911,Horsemanship -- Juvenile fiction
